tmdb_id,imdb_id,title,original_title,release_date,year,original_language,runtime,genres,budget,revenue,popularity,tmdb_vote_average,tmdb_vote_count,production_companies
945729,tt22687790,A Haunting in Venice,A Haunting in Venice,2023-09-13,2023,en,104,Mystery | Thriller | Crime,60000000,121400000,4.8571,6.58,2670,20th Century Studios | Scott Free Productions | The Mark Gordon Company | Genre Films | Agatha Christie
620705,tt5264838,Crater,Crater,2023-05-12,2023,en,104,Science Fiction | Action | Adventure | Family,0,0,6.3133,6.629,277,Walt Disney Pictures | 21 Laps Entertainment
747188,tt14230388,Asteroid City,Asteroid City,2023-06-08,2023,en,105,Comedy | Drama,25000000,53857743,4.1668,6.446,2321,Indian Paintbrush | American Empirical Pictures | Studio Babelsberg
605886,tt10275534,To Catch a Killer,To Catch a Killer,2023-04-06,2023,en,119,Thriller | Crime | Drama,0,3138750,4.7143,6.9,1222,FilmNation Entertainment | RainMaker Films
906221,tt16280138,Magic Mike's Last Dance,Magic Mike's Last Dance,2023-02-09,2023,en,112,Comedy | Drama | Romance,45000000,52000000,4.4979,6.446,567,Warner Bros. Pictures | Nick Wechsler Productions | Free Association
852445,tt17569526,Acid,Acide,2023-09-20,2023,fr,99,Drama | Science Fiction | Fantasy,0,0,5.1845,5.729,306,Pathé | Bonne Pioche | uMedia
736790,tt14923260,Chupa,Chupa,2023-04-07,2023,en,98,Adventure | Fantasy | Family,0,0,4.9851,6.325,368,26th Street Pictures | Pimienta Films
467244,tt7160372,The Zone of Interest,The Zone of Interest,2023-12-15,2023,en,105,Drama | History | War,15000000,52631884,5.6974,7.004,2392,A24 | Film4 Productions | Access Entertainment | JW Films | Extreme Emotions
805320,tt14400246,Bird Box Barcelona,Bird Box Barcelona,2023-07-14,2023,es,112,Horror | Science Fiction | Thriller,19800000,0,5.2449,5.908,787,Nostromo Pictures | Chris Morgan Productions | Dylan Clark Productions
848326,tt14998742,Rebel Moon - Part One: A Child of Fire,Rebel Moon - Part One: A Child of Fire,2023-12-15,2023,en,134,Science Fiction | Action | Adventure,83000000,0,4.7185,6.231,2434,The Stone Quarry | Grand Electric
943134,tt16606592,The Animal Kingdom,Le règne animal,2023-10-04,2023,fr,127,Adventure | Drama | Science Fiction,15200000,9138503,4.9171,6.977,874,StudioCanal | Nord-Ouest Films | France 2 Cinéma | Artémis Productions
859235,tt15140278,Coup de Chance,Coup de chance,2023-09-15,2023,fr,96,Drama,10000000,7837847,4.325,6.164,417,Gravier Productions | Perdido Productions | Dippermouth | Petite Fleur Productions
944401,tt17009348,Dogman,Dogman,2023-09-27,2023,fr,115,Action | Drama | Crime,0,4082217,4.7447,7.862,1301,EuropaCorp | LBP | TF1 Films Production | Mediamax Films | Kinology
988402,tt24216998,Humanist Vampire Seeking Consenting Suicidal Person,Vampire humaniste cherche suicidaire consentant,2023-10-13,2023,fr,91,Romance | Comedy | Fantasy | Horror,3000000,97578,4.485,7.424,340,Art et essai | h264
912480,tt22207786,Red Rooms,Les Chambres rouges,2023-08-11,2023,fr,118,Thriller | Crime,0,88902,4.6257,7.058,402,Némésis Films
804150,tt14209916,Cocaine Bear,Cocaine Bear,2023-02-22,2023,en,95,Thriller | Comedy | Crime,32500000,88314672,3.9438,6.011,2315,Universal Pictures | Brownstone Productions | Lord Miller | Jurassic Party
951491,tt21807222,Saw X,Saw X,2023-09-27,2023,en,118,Horror | Mystery,13000000,125319714,5.0825,7.185,2240,Twisted Pictures | Lionsgate
852096,tt7798604,We Have a Ghost,We Have a Ghost,2023-02-24,2023,en,127,Horror | Comedy,0,0,4.5374,6.5,655,Temple Hill Entertainment
816904,tt23177868,Mummies,Momias,2023-01-05,2023,es,88,Animation | Adventure | Fantasy | Family,12000000,53400000,4.8359,6.922,491,Warner Bros. Entertainment España | 4 Cats Pictures | Moomios Movie AIE | Anangu Grup | C.O.R.E. Feature Animation | Atresmedia
820525,tt15334488,After Everything,After Everything,2023-09-13,2023,en,93,Romance | Drama,14000000,10644463,4.79,6.885,968,Voltage Pictures | Wattpad
626332,tt8105234,Flamin' Hot,Flamin' Hot,2023-03-11,2023,en,99,Drama | History,0,0,4.1174,7.961,782,Franklin Entertainment | Searchlight Pictures
913673,tt14537248,Nefarious,Nefarious,2023-04-14,2023,en,98,Horror | Drama,3000000,5400000,5.3518,6.756,431,Believe Entertainment | Soli Deo Gloria Releasing
1063422,tt16437278,The Strays,The Strays,2023-02-17,2023,en,100,Thriller,0,0,4.7822,5.451,395,Air Street Films | The Bureau
921452,tt17277414,Jeanne du Barry,Jeanne du Barry,2023-05-16,2023,fr,117,Drama | History | Romance,22400000,13000000,5.0422,6.886,646,Why Not Productions | La Petite Reine | France 2 Cinéma | Les Films de Batna | France 3 Cinéma | Les Films du Fleuve | Impala Productions | IN.2 FILM | World Vision Films | Okko
1143319,tt28182736,Puppy Love,Puppy Love,2023-08-22,2023,en,106,Comedy | Romance,0,0,4.3469,7,331,BuzzFeed Studios | Lionsgate
869641,tt15351980,Vacation Friends 2,Vacation Friends 2,2023-08-24,2023,en,106,Comedy,0,0,3.6635,6.327,281,20th Century Studios | Broken Road Productions
943930,tt7354440,Tin & Tina,Tin & Tina,2023-03-24,2023,es,119,Horror | Thriller | Mystery,0,0,4.6189,5.943,440,La Claqueta | Miami Film Gate | Filmax | Albinos La Película
646389,tt5884796,Plane,Plane,2023-01-11,2023,en,107,Action | Adventure | Thriller,25000000,74515586,4.5275,6.9,2536,MadRiver Pictures | di Bonaventura Pictures | G-BASE | Olive Hill Media | Riverstone Pictures
980026,tt20561198,The Promised Land,Bastarden,2023-10-05,2023,da,127,Action | Drama | History,8500000,2246680,4.3501,7.703,491,Zentropa International Berlin | Zentropa International Sweden | Zentropa Entertainments
776835,tt2560092,The Magician's Elephant,The Magician's Elephant,2023-03-10,2023,en,99,Animation | Adventure | Family | Fantasy | Comedy,0,0,3.9833,6.804,225,Animal Logic | Pistor Productions | Netflix
959092,tt19319352,Mayhem!,Farang,2023-06-28,2023,fr,99,Action | Crime | Drama | Thriller,4920000,1500000,4.7856,6.687,209,France 2 Cinéma | Same Player | The Ink Connection | Two suns production
1075794,tt5755238,Leo,Leo,2023-11-17,2023,en,102,Animation | Comedy | Family,0,0,4.6286,7.38,1291,Happy Madison Productions | Animal Logic
872906,tt15354916,Jawan,जवान,2023-09-07,2023,hi,169,Action | Crime | Thriller,36150000,136698671,5.1308,7.086,302,Red Chillies Entertainment
726209,tt12747748,Leave the World Behind,Leave the World Behind,2023-11-22,2023,en,140,Drama | Mystery | Thriller,0,0,3.8315,6.38,3015,Esmail Corp | Red Om Films | Higher Ground
812225,tt22868844,Black Clover: Sword of the Wizard King,映画 ブラッククローバー 魔法帝の剣,2023-06-16,2023,ja,113,Animation | Fantasy | Action | Adventure,0,0,4.6007,8.121,340,Pierrot | Bandai Namco Entertainment | MBS | TV Tokyo | avex pictures | Shueisha
986070,tt20916568,The Wrath of Becky,The Wrath of Becky,2023-05-26,2023,en,83,Action | Horror | Thriller,199507,207118,4.9981,6.3,427,Post Film | BoulderLight Pictures | Media Finance Capital | RainMaker Films | Yale Productions
635910,tt1001520,The Last Voyage of the Demeter,The Last Voyage of the Demeter,2023-08-09,2023,en,119,Horror | Fantasy,45000000,21600000,4.7215,6.756,1837,Phoenix Pictures | DreamWorks Pictures | Wise Owl Media | Reliance Entertainment | Studio Babelsberg | StoryWorks Productions
798021,tt14227048,Family Switch,Family Switch,2023-11-30,2023,en,106,Comedy | Fantasy | Family,0,0,5.7349,6.398,742,Linden Entertainment | Grey Matter Productions | Wonderland Sound and Vision
809787,tt13923456,Mafia Mamma,Mafia Mamma,2023-04-13,2023,en,101,Comedy | Crime | Action,41000000,3900000,4.0182,6.069,298,Idea(L) | Vocab Films | New Sparta Films | Ingenious Media | Lipsync Productions | Cornerstone Films
758323,tt13375076,The Pope's Exorcist,The Pope's Exorcist,2023-04-05,2023,en,103,Horror | Thriller,18000000,76987621,4.2899,6.925,3030,Screen Gems | 2.0 Entertainment | Loyola Productions
844417,tt6722802,Marlowe,Marlowe,2023-02-15,2023,en,109,Crime,20000000,6262663,4.9036,5.72,420,Parallel Films | H2L Media Group | Nickel City Pictures | StoryBoard Media | Davis Films | Aperture Media Partners | Elipsis Capital | Jeff Rice Films | The Foley Lab | Fís Éireann/Screen Ireland | Parallel Film Productions
974931,tt11426232,Totally Killer,Totally Killer,2023-09-28,2023,en,104,Horror | Comedy | Science Fiction,0,0,3.7894,6.805,1029,Blumhouse Television | Divide / Conquer | Amazon MGM Studios | Fierce Baby Productions
614930,tt8589698,Teenage Mutant Ninja Turtles: Mutant Mayhem,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023-07-31,2023,en,100,Animation | Comedy | Action | Science Fiction,75000000,180513586,4.2286,7.208,1507,Paramount Pictures | Nickelodeon Movies | Point Grey Pictures | Cinesite Animation | Mikros Animation
1070514,tt20672534,Zom 100: Bucket List of the Dead,ゾン100～ゾンビになるまでにしたい100のこと～,2023-08-03,2023,ja,129,Comedy | Horror,0,0,4.2331,6.6,598,Robot Communications | Plus One Entertainment
862552,tt13141250,The Ritual Killer,The Ritual Killer,2023-03-09,2023,en,92,Mystery | Thriller | Action | Drama,7000000,0,3.8644,5.79,336,Wonderfilm Media | Black Diamond Films
1151534,tt15789472,Nowhere,Nowhere,2023-09-29,2023,es,109,Thriller | Drama,0,0,5.4083,7.338,1499,Rock & Ruz
507532,tt7991508,Finestkind,Finestkind,2023-09-08,2023,en,126,Crime | Drama | Thriller,0,0,4.2671,6.878,320,Krasnoff / Foster Entertainment | 101 Studios | Bosque Ranch Productions | MTV Entertainment Studios
296271,tt9663168,The Devil Conspiracy,The Devil Conspiracy,2023-01-13,2023,en,111,Horror | Fantasy | Science Fiction | Thriller,0,0,4.2861,6.462,447,Czech Anglo Pictures | Third Day Production | MBM3 Films
933419,tt15339570,Champions,Champions,2023-03-09,2023,en,124,Comedy | Drama,0,9263009,4.331,6.725,467,Gold Circle Films | Focus Features
961323,tt19500164,Nimona,Nimona,2023-06-23,2023,en,99,Animation | Family | Action | Science Fiction | Adventure | Fantasy | Comedy,0,0,4.9607,7.866,1288,Annapurna Pictures | DNEG
961268,tt26350277,Ballerina,발레리나,2023-10-06,2023,ko,93,Action | Thriller,0,0,4.2602,6.998,643,Climax Studios
1160164,tt28814949,TAYLOR SWIFT | THE ERAS TOUR,TAYLOR SWIFT | THE ERAS TOUR,2023-10-13,2023,en,169,Music,15000000,261656269,3.4867,8.202,494,Taylor Swift Productions | Silent House Productions
964980,tt16419074,Air,Air,2023-04-05,2023,en,111,Drama | History,80000000,90100000,4.1632,7.294,2218,Amazon Studios | Skydance Sports | Mandalay Pictures | Artists Equity
988078,tt21245882,Through My Window: Across the Sea,A través del mar,2023-06-23,2023,es,110,Romance | Drama | Comedy,0,0,3.8003,6.575,935,Nostromo Pictures
967585,tt20424172,Alibi.com 2,Alibi.com 2,2023-01-07,2023,fr,88,Comedy | Family,0,34112816,3.9266,6.563,462,TF1 Films Production | StudioCanal | Axel Films | TF1 Studio | BAF Prod
558915,tt1200263,The Color Purple,The Color Purple,2023-12-25,2023,en,141,Drama,90000000,68919191,4.2287,7.02,343,Warner Bros. Pictures | Harpo Films | Amblin Entertainment | Scott Sanders Productions | Quincy Jones Productions | Domain Entertainment
866463,tt13274016,Reptile,Reptile,2023-09-29,2023,en,136,Crime | Mystery | Thriller | Drama,0,0,4.1667,6.672,1129,Black Label Media
1083862,tt26674627,Resident Evil: Death Island,バイオハザード：デスアイランド,2023-06-22,2023,ja,91,Action | Animation | Science Fiction | Horror,0,53929,4.2078,7.308,1069,Capcom | Quebico | Sony Pictures | Sammy | Robot Communications | KADOKAWA | TMS Entertainment
845111,tt12672620,The Three Musketeers: Milady,Les Trois Mousquetaires : Milady,2023-12-13,2023,fr,115,Adventure | Action | Drama,39000000,21730766,4.0889,6.425,773,Pathé | M6 Films | Constantin Film | ZDF | DeAPlaneta | uMedia | Chapter 2
614479,tt13405778,Insidious: The Red Door,Insidious: The Red Door,2023-07-05,2023,en,107,Horror | Thriller,16000000,189086877,4.425,6.522,1886,Blumhouse Productions | Stage 6 Films | Screen Gems
1100795,tt27145269,Mr. Monk's Last Case: A Monk Movie,Mr. Monk's Last Case: A Monk Movie,2023-12-08,2023,en,97,Comedy | Crime | Mystery | TV Movie,0,0,4.3253,6.935,214,UCP | Mandeville Films | Andy Breckman Productions
1040148,tt27155038,"Ruby Gillman, Teenage Kraken","Ruby Gillman, Teenage Kraken",2023-06-28,2023,en,91,Animation | Family | Fantasy | Comedy,70000000,46247409,3.8854,7.184,1078,DreamWorks Animation
1020006,tt22041854,Priscilla,Priscilla,2023-10-27,2023,en,113,Drama | Romance | Music,20000000,30140906,3.395,6.745,1010,The Apartment Pictures | American Zoetrope
872954,tt8593824,The Old Way,The Old Way,2023-01-06,2023,en,95,Western | Drama,0,0,3.3652,5.713,256,Intercut Capital | Saturn Films | Tri-Fold Pictures | EchoWolf Productions | Capstone Studios
1143190,tt19848268,Fear the Night,Fear the Night,2023-07-21,2023,en,92,Action | Thriller | Horror,0,0,3.1123,5.933,292,BondIt Media Capital | Highland Film Group
744857,tt16300962,When Evil Lurks,Cuando acecha la maldad,2023-10-05,2023,es,100,Horror | Thriller,0,2090252,3.5411,7.189,1329,Machaco Films | La Puerta Roja | Aramos Cine | Shudder | Cine Argentino | INCAA
820609,tt14509110,No One Will Save You,No One Will Save You,2023-09-21,2023,en,93,Horror | Science Fiction,22800000,0,3.64,6.679,1359,20th Century Studios | Star Thrower Entertainment
808396,tt14270702,God Is a Bullet,God Is a Bullet,2023-06-22,2023,en,155,Thriller | Action | Crime,0,0,3.6084,5.915,236,Patriot Pictures | Itaca Films | Lost Winds Entertainment | XYZ Films
1134433,tt29609422,Death Whisperer,ธี่หยด,2023-10-25,2023,th,121,Horror | Thriller,0,15150000,3.2664,7.469,210,Minds@Work | M Studio
1026227,tt21800162,There's Still Tomorrow,C'è ancora domani,2023-10-26,2023,it,118,Drama | Comedy | History,9000000,50121593,3.7788,8.1,1466,Wildside | Vision Distribution
1016084,tt21867434,BlackBerry,BlackBerry,2023-02-13,2023,en,120,Comedy | Drama | History,5000000,2600000,2.8299,7.146,787,Zapruder Films | Rhombus Media | XYZ Films | IPR.VC
870518,tt15364972,Sanctuary,Sanctuary,2023-03-02,2023,en,96,Drama | Thriller,0,581423,3.7852,6.072,230,Rumble Films | Charades | Hype Studios | Mosaic Films
948713,tt15767808,The Last Kingdom: Seven Kings Must Die,The Last Kingdom: Seven Kings Must Die,2023-04-14,2023,en,111,Action | Adventure | War,0,0,3.5355,7.234,774,Carnival Films
536437,tt8080204,Hypnotic,Hypnotic,2023-05-11,2023,en,93,Mystery | Science Fiction | Thriller,70000000,16014123,3.2371,6.209,1398,Studio 8 | Solstice Studios | Ingenious Media | Double R Productions
842544,tt14873054,Transfusion,Transfusion,2023-01-05,2023,en,105,Crime | Action | Drama,0,0,4.2401,6.1,263,Deeper Water Films | Madman Entertainment | Altitude Media | Ingenious Media | Stan | Altitude Media Group | Buff Dubs
800787,tt14153080,A Good Person,A Good Person,2023-03-23,2023,en,128,Drama | Comedy,0,2196991,4.2077,7.053,409,Killer Films | Elevation Pictures | RocketScience
830896,tt11820950,The Portable Door,The Portable Door,2023-03-23,2023,en,116,Fantasy | Adventure | Comedy,0,0,3.4864,6.463,255,The Jim Henson Company | Story Bridge Films | MEP Capital | Stan
678512,tt7599146,Sound of Freedom,Sound of Freedom,2023-07-03,2023,en,131,Action | Drama,14500000,250600000,3.7171,7.972,2647,Santa Fe Films
925263,tt16731908,A Brighter Tomorrow,Il sol dell'avvenire,2023-04-20,2023,it,96,Comedy,13266839,6551542,3.2324,7.005,323,Sacher Film | Fandango | RAI Cinema | Le Pacte | France 3 Cinéma
667216,tt10365998,Infinity Pool,Infinity Pool,2023-01-27,2023,en,118,Horror | Science Fiction,4500000,5078400,3.1474,6.065,965,Topic Studios | Elevation Pictures | Film Forge Productions | Hero Squared | Celluloid Dreams | NEON | Téléfilm Canada | Eurimages
998022,tt26612950,The Teachers' Lounge,Das Lehrerzimmer,2023-05-04,2023,de,98,Drama,0,0,4.1471,7.244,636,if... Productions | ZDF | ARTE
638974,tt15255288,Murder Mystery 2,Murder Mystery 2,2023-03-28,2023,en,91,Mystery | Comedy | Crime,0,0,2.9652,6.39,1879,Happy Madison Productions | Echo Films | Vinson Films | Endgame Entertainment | Denver & Delilah Productions
839369,tt13651794,May December,May December,2023-11-16,2023,en,117,Drama,20000000,4232370,3.1963,6.58,971,Gloria Sanchez Productions | Killer Films | MountainA | Taylor & Dodge | Project Infinity
1076487,tt16527824,Warhorse One,Warhorse One,2023-06-30,2023,en,125,Action | War | Drama,0,0,3.2756,7.2,319,Operator Films (US)
1021803,tt22001304,Adagio,Adagio,2023-12-14,2023,it,127,Crime | Thriller | Action,0,0,3.3853,6.632,265,Vision Distribution | The Apartment Pictures | AlterEgo
864692,tt12844910,Pathaan,पठान,2023-01-25,2023,hi,146,Action | Adventure | Thriller,30270000,127180000,3.0417,6.427,226,Yash Raj Films | Pathaan Productions | Palma Pictures | FPS Productions | NSA Picture | ODU Movies
917007,tt4896168,Bed Rest,Bed Rest,2023-02-10,2023,en,90,Horror,0,0,3.6458,6.225,258,STXfilms | Project X Entertainment | BondIt Media Capital
1030987,tt21991654,Sympathy for the Devil,Sympathy for the Devil,2023-07-20,2023,en,90,Thriller | Action,0,0,2.7301,5.891,311,Hammerstone Studios | Capstone Global | Signature Films | Saturn Films
1172676,tt28912885,Poison,Poison,2023-09-29,2023,en,17,Comedy | Thriller,0,0,3.4017,6.862,524,American Empirical Pictures | Indian Paintbrush
523607,tt5535276,Maestro,Maestro,2023-11-22,2023,en,129,Drama | Romance | Music,80000000,300000,2.8429,6.283,799,Amblin Entertainment | Fred Berner Films | Sikelia Productions | Lea Pictures
912916,tt11951276,The Other Zoey,The Other Zoey,2023-10-19,2023,en,91,Romance | Drama | Comedy,0,168000,3.2625,7.01,466,GulfStream Pictures | Wattpad
937249,tt18083578,57 Seconds,57 Seconds,2023-09-29,2023,en,99,Thriller | Science Fiction | Action,0,0,2.7887,6.149,597,Curmudgeon Films | The Avenue Entertainment | R.U. Robot Studios | Highland Film Group | Revelations Entertainment
1072371,tt15428940,Jules,Jules,2023-08-10,2023,en,87,Comedy | Science Fiction | Drama,0,2000000,3.6601,7.205,349,Big Beach | ADI | Inner Child Productions
1071806,tt22695402,Hunger,คนหิว เกมกระหาย,2023-04-04,2023,th,145,Drama,0,0,2.6727,7.262,458,Song Sound Production
964592,tt8209702,Sleep,잠,2023-09-06,2023,ko,94,Horror | Mystery | Thriller,0,11033636,2.9933,6.66,216,Lewis Pictures | Lotte Entertainment | BY4M Studio
709631,tt9100018,Cobweb,Cobweb,2023-07-19,2023,en,88,Horror,13000000,10091821,3.4008,6.452,1004,Point Grey Pictures | Vertigo Entertainment | Lionsgate
970348,tt19883634,The Old Oak,The Old Oak,2023-09-29,2023,en,113,Drama,0,7702015,2.7419,7.206,378,Sixteen Films | Why Not Productions | BBC Film | Les Films du Fleuve | Goodfellas | France 2 Cinéma
616747,tt1695843,Haunted Mansion,Haunted Mansion,2023-07-26,2023,en,123,Comedy | Drama | Fantasy,157800000,117449790,3.2334,6.4,1180,Walt Disney Pictures | Rideback
994108,tt21192142,All of Us Strangers,All of Us Strangers,2023-12-22,2023,en,105,Romance | Drama | Fantasy,5000000,14864960,3.0931,7.418,946,Film4 Productions | Blueprint Pictures | Searchlight Pictures | TSG Entertainment
965791,tt21352380,A Difficult Year,Une année difficile,2023-10-18,2023,fr,120,Comedy,13000000,7004555,2.4926,5.918,304,Quad Films | Quad & Ten Cinema | Gaumont | TF1 Films Production
977506,tt20330434,The Crime Is Mine,Mon crime,2023-02-24,2023,fr,103,Crime | Comedy | Mystery | Drama,13700000,10436638,4.4388,6.466,438,FOZ | Gaumont | Playtime | Mandarin & Compagnie | SCOPE Pictures | France 2 Cinéma
798362,tt8002382,The Marsh King's Daughter,The Marsh King's Daughter,2023-09-28,2023,en,109,Thriller | Crime | Mystery,0,0,3.3447,6.386,367,Black Bear Pictures | Anonymous Content | STXfilms
365620,tt3758542,Ferrari,Ferrari,2023-12-14,2023,en,131,History | Drama,95000000,39220516,3.1387,6.368,1174,STXfilms | Forward Pass | Storyteller Productions | Ketchup Entertainment | Esme Grace Media | Cecchi Gori USA | Red Sea Fund | Iervolino & Lady Bacardi Entertainment
1064835,tt25010142,The Seven Deadly Sins: Grudge of Edinburgh Part 2,七つの大罪 怨嗟のエジンバラ 後編,2023-08-08,2023,ja,55,Action | Adventure | Fantasy | Animation,0,0,3.8755,7.208,224,Marvy Jack | Alfred Imageworks
611359,tt8672856,Tu Jhoothi Main Makkaar,तू झूठी मैं मक्कार,2023-03-08,2023,hi,159,Comedy | Romance | Family,0,0,2.7468,6.3,211,T-Series | LUV Films | Yash Raj Films | Film Madrid | MFDC
1027073,tt15782690,In the Land of Saints and Sinners,In the Land of Saints and Sinners,2023-10-06,2023,en,106,Action | Thriller | Crime,0,0,2.5817,6.474,540,Facing East Entertainment | Jumpy Cow Pictures | Merlin Films | Prodigal Films | Bleiberg Entertainment | Saga Film | Davis Films
457332,tt6879446,Hidden Strike,Hidden Strike,2023-07-06,2023,en,103,Action | Comedy | Thriller,80000000,0,2.7135,6.909,1039,Talent International Media | XYZ Films | Changchun Film Studio | Huaxia Film Distribution | Flame Pictures Company | Epitome Capital | Taurus Film
888003,tt15732890,The Book of Solutions,Le Livre des solutions,2023-06-07,2023,fr,102,Comedy | Drama,0,3557686,2.5785,5.947,301,Partizan Films
1003581,tt27687527,Justice League: Warworld,Justice League: Warworld,2023-07-25,2023,en,90,Animation | Action | Science Fiction | Adventure,0,0,2.611,6.84,285,Warner Bros. Animation | DC Entertainment
722149,tt3155298,Luther: The Fallen Sun,Luther: The Fallen Sun,2023-02-24,2023,en,129,Crime | Mystery | Thriller,0,0,2.62,6.64,1035,Chernin Entertainment | BBC Film
881462,tt15654800,Still Time,Era ora,2023-03-16,2023,it,108,Romance | Comedy | Drama,0,0,3.4577,6.725,347,Palomar | Vision Distribution | BiM Produzione
798286,tt13521006,Beau Is Afraid,Beau Is Afraid,2023-04-14,2023,en,179,Comedy | Adventure | Fantasy,35000000,12337378,2.9017,6.716,1241,A24 | Square Peg | IPR.VC | Access Entertainment
1114905,tt21087452,Death's Roulette,Uno para morir,2023-05-05,2023,es,90,Thriller | Mystery | Drama | Horror,0,0,2.6571,6.371,209,VIS | 11:11 Films & TV
1053544,tt22016156,The Abyss,Avgrunden,2023-09-15,2023,sv,104,Thriller | Drama | Action,0,0,3.8732,5.715,296,SF Studios | MJÖLK Movies
1161048,tt26547864,The Conference,Konferensen,2023-10-13,2023,sv,101,Horror | Comedy,0,0,3.0626,5.518,388,SF Studios
729854,tt13086266,Concrete Utopia,콘크리트 유토피아,2023-08-09,2023,ko,130,Thriller | Action,0,28900000,2.8386,6.9,270,Climax Studios | BH Entertainment | Lotte Entertainment
944952,tt18363072,The Royal Hotel,The Royal Hotel,2023-10-06,2023,en,91,Drama | Thriller,0,877412,2.3948,5.376,246,Scarlett Pictures | See-Saw Films
726759,tt12758060,Tetris,Tetris,2023-03-15,2023,en,118,Thriller | History | Drama,0,0,3.1259,7.652,1603,Marv | AI Film | Unigram | Cloudy Productions
823482,tt21942866,Dream Scenario,Dream Scenario,2023-11-10,2023,en,102,Comedy | Fantasy,10000000,14114415,2.7464,6.656,1191,A24 | Square Peg | Saturn Films
1076364,tt26736061,Carl's Date,Carl's Date,2023-06-15,2023,en,9,Animation | Adventure | Family | Comedy,0,0,3.0014,7.462,432,Pixar
1156125,tt28490044,Evil Does Not Exist,悪は存在しない,2023-12-06,2023,ja,106,Drama,0,0,2.1809,6.772,267,Neopa | Fictive
760774,tt13097932,One Life,One Life,2023-12-21,2023,en,109,History | Drama,0,51437352,2.7184,7.768,892,See-Saw Films | BBC Film | Lipsync Productions | MBK Productions | Cross City Films
420808,tt5635026,Peter Pan & Wendy,Peter Pan & Wendy,2023-04-20,2023,en,106,Family | Fantasy | Action | Adventure,0,0,2.974,5.444,740,Walt Disney Pictures | Whitaker Entertainment
845659,tt12965390,Perfect Addiction,Perfect Addiction,2023-02-16,2023,en,97,Drama | Romance,0,0,3.1106,6.762,321,Constantin Film | JB Pictures | Spark Productions
768362,tt10855768,Missing,Missing,2023-01-19,2023,en,111,Drama | Mystery | Thriller,7000000,45100756,3.2185,7.412,1205,Stage 6 Films | Search Party | Bazelevs | Screen Gems
987490,tt7038762,Best. Christmas. Ever!,Best. Christmas. Ever!,2023-11-16,2023,en,82,Comedy,0,0,2.5055,5.403,248,Motion Picture Corporation of America | Brad Krevoy Television
1107387,tt23789884,Hachiko,忠犬八公,2023-03-31,2023,zh,124,Drama | Family,0,42423217,2.659,7.926,264,iQIYI Pictures | Beijing Lajin Film
964960,tt19760052,The Taste of Things,La Passion de Dodin Bouffant,2023-11-08,2023,fr,135,Romance | Drama,6500000,5970753,2.3705,7.1,358,Curiosa Films | France 2 Cinéma | uMedia | Gaumont
848187,tt12964320,Role Play,Role Play,2023-12-14,2023,en,101,Action | Comedy | Romance,0,0,3.0894,5.953,603,StudioCanal | The Picture Company | Studio Babelsberg | StudioCanal
845783,tt14030816,Baghead,Baghead,2023-12-28,2023,en,95,Horror,0,6691851,2.7585,6.525,462,The Picture Company | Studio Babelsberg | StudioCanal UK | StudioCanal
958006,tt11908172,The Kill Room,The Kill Room,2023-09-14,2023,en,98,Comedy | Crime,50000000,476375,2.7944,5.958,275,Yale Productions | Idiot Savant Pictures | Untitled Entertainment | Such Content | BK Studios | BondIt Media Capital | Head Gear Films | Metrol Technology | Slated | SuperNova Capital | Complex Corp | Great Escape
1075175,tt22890246,How to Have Sex,How to Have Sex,2023-11-02,2023,en,91,Drama,0,1216642,3.0137,6.213,454,Film4 Productions | MK2 Films | Metrol Technology | uMedia | Wild Swim Films | Heretic | Head Gear Films
850165,tt21064584,The Iron Claw,The Iron Claw,2023-12-21,2023,en,132,History | Drama,15900000,40130232,2.8221,7.527,1125,A24 | BBC Film | Access Entertainment | House Productions
912908,tt15153532,Strays,Strays,2023-08-17,2023,en,93,Comedy | Adventure,46000000,32000000,2.9618,7.196,955,Universal Pictures | Lord Miller | Picturestart | Rabbit Hole Productions
842945,tt10559102,Supercell,Supercell,2023-03-17,2023,en,100,Action | Drama,0,0,3.0037,5.712,274,Thomasville Pictures | Highland Film Group | Saban Films | Short Porch Pictures | Streamline Global | Bay Point Media | Volition Media Partners
1122932,tt14960612,See You on Venus,See You on Venus,2023-07-20,2023,en,95,Romance | Drama,0,0,3.0953,6.988,217,Pitt Street Productions | Voltage Pictures
989596,tt19894774,The Braid,La Tresse,2023-11-29,2023,en,121,Drama | Comedy,8500000,9235757,1.9271,7.412,249,France 2 Cinéma | Forum Films | La Compagnie Cinématographique | Panache Productions | La Fabrique Films | SND | Curiosa Films | Moana Films | Indigo Film | Proximus | VOO | Téléfilm Canada | SODEC | Canal+ | France Télévisions | RAI | Apulia Film Commission | Canada Media Fund | Fonds des médias du Canada | BeTV
762430,tt6906292,Retribution,Retribution,2023-08-23,2023,en,91,Thriller | Action | Adventure,20000000,18685751,2.689,6.562,1308,The Picture Company | Ombra Films | StudioCanal | TF1 Films Production | Studio Babelsberg
772515,tt11718516,Huesera: The Bone Woman,Huesera,2023-02-10,2023,es,97,Horror | Mystery | Drama,0,0,2.8498,5.848,362,Disruptiva Films | Machete Producciones | Maligno Gorehouse | Terminal | Eficine | Fondo para la Producción Cinematográfica de Calidad | Instituto Mexicano de Cinematografía
