"title","year","decade","genre_main","imdb_weighted_rating","budget","revenue","profit","profitability","log_budget","log_revenue","tag"
"Percy Jackson & the Olympians: The Lightning Thief",2010,"2010s","Adventure",5.90119414106982,9.5e+07,226497209,131497209,1.38418114736842,7.97772360528885,8.35506285481081,"Intermedia"
"Seven Pounds",2008,"2000s","Drama",7.59555330294095,5.5e+07,168167691,113167691,2.05759438181818,7.74036268949424,8.22574256121081,"Intermedia"
"The Stepfather",2009,"2000s","Horror",5.61287822517443,2e+07,31198531,11198531,0.55992655,7.30102999566398,7.49413414550519,"Baja calidad + poco rentable"
"She's Out of My League",2010,"2010s","Romance",6.39839657397304,2e+07,49800000,29800000,1.49,7.30102999566398,7.69722934275972,"Intermedia"
"Sydney White",2007,"2000s","Comedy",6.19918851085503,16500000,13620075,-2879925,-0.174540909090909,7.21748394421391,7.13417949905962,"Intermedia"
"The Book Thief",2013,"2010s","Drama",7.49089486075468,1.9e+07,76586316,57586316,3.03085873684211,7.27875360095283,7.88415117933784,"Intermedia"
"Conan the Barbarian",2011,"2010s","Adventure",5.2089811586426,9e+07,63523283,-26476717,-0.294185744444444,7.95424250943933,7.80293293513598,"Baja calidad + poco rentable"
"Interstellar",2014,"2010s","Adventure",8.69896135903378,1.65e+08,746606706,581606706,3.52488912727273,8.21748394421391,8.87309188642837,"Alta calidad + muy rentable"
"World War Z",2013,"2010s","Action",6.9989074845965,2e+08,531865000,331865000,1.659325,8.30102999566398,8.72580141200324,"Intermedia"
"Flipped",2010,"2010s","Romance",7.68543194750565,1.4e+07,4324817,-9675183,-0.6910845,7.14612803567824,6.63596773548369,"Alta calidad + poco rentable"
"Secret Sunshine",2007,"2000s","Drama",7.38370966236893,2900000,11581469,8681469,2.99361,6.46239799789896,7.06376364904007,"Intermedia"
"Valentine's Day",2010,"2010s","Comedy",5.80273355508864,5.2e+07,216528528,164528528,3.16401015384615,7.7160033436348,8.33551512349202,"Baja calidad + muy rentable"
"Drillbit Taylor",2008,"2000s","Comedy",5.70701875675882,4e+07,32900000,-7100000,-0.1775,7.60205999132796,7.51719589794997,"Baja calidad + poco rentable"
"Days of Darkness",2007,"2000s","Comedy",6.64965830829569,6400000,3416328,-2983672,-0.46619875,6.80617997398389,6.53355956042201,"Intermedia"
"A Dirty Carnival",2006,"2000s","Crime",7.19244901117842,4700000,10371998,5671998,1.20680808510638,6.67209785793572,7.01586242435367,"Intermedia"
"Ghosts of Girlfriends Past",2009,"2000s","Romance",5.80357702818631,37500000,102366815,64866815,1.72978173333333,7.57403126772772,8.01015919103277,"Intermedia"
"The Soloist",2009,"2000s","Drama",6.69053085580619,6e+07,38332994,-21667006,-0.361116766666667,7.77815125038364,7.58357274116665,"Intermedia"
"Marley & Me",2008,"2000s","Comedy",6.99517978717584,6e+07,255700000,195700000,3.26166666666667,7.77815125038364,8.40773072802634,"Intermedia"
"Priest",2011,"2010s","Action",5.70351289810036,6e+07,84154026,24154026,0.4025671,7.77815125038364,7.92507489782532,"Baja calidad + poco rentable"
"Shooter",2007,"2000s","Drama",7.0974704305701,6.1e+07,95700000,34700000,0.568852459016394,7.78532983501077,7.98091193777684,"Intermedia"
"Changeling",2008,"2000s","Crime",7.69436978938073,5.5e+07,113400000,58400000,1.06181818181818,7.74036268949424,8.05461305455689,"Intermedia"
"The Bucket List",2007,"2000s","Drama",7.2957686016996,4.5e+07,175400000,130400000,2.89777777777778,7.65321251377534,8.24402958903002,"Intermedia"
"Dracula Untold",2014,"2010s","Horror",6.19979867856293,7e+07,217124280,147124280,2.10177542857143,7.84509804001426,8.33670839130526,"Intermedia"
"A Mighty Heart",2007,"2000s","Drama",6.58501549539922,1.6e+07,18928871,2928871,0.1830544375,7.20411998265593,7.27712471152892,"Intermedia"
"Superbad",2007,"2000s","Comedy",7.59788368998024,2e+07,170800000,150800000,7.54,7.30102999566398,8.23248786635299,"Alta calidad + muy rentable"
"Quantum of Solace",2008,"2000s","Adventure",6.49929946529995,2e+08,589593688,389593688,1.94796844,8.30102999566398,8.77055282545913,"Intermedia"
"Godzilla",2014,"2010s","Action",6.39946951459416,1.6e+08,524978362,364978362,2.2811147625,8.20411998265593,8.7201414034866,"Intermedia"
"The Spirit",2008,"2000s","Crime",4.72237255689426,6e+07,39164441,-20835559,-0.347259316666667,7.77815125038364,7.59289193217193,"Baja calidad + poco rentable"
"Ta Ra Rum Pum",2007,"2000s","Family",5.83291661194738,6e+06,15242548,9242548,1.54042466666667,6.77815125038364,7.18305757132409,"Intermedia"
"Underworld: Rise of the Lycans",2009,"2000s","Fantasy",6.49802914453813,3.5e+07,92158961,57158961,1.63311317142857,7.54406804435028,7.96453756987134,"Intermedia"
"Hotel Transylvania",2012,"2010s","Animation",6.99726419804684,8.5e+07,358375603,273375603,3.21618356470588,7.92941892571429,8.55433843669567,"Intermedia"
"Pet Sematary",2019,"2010s","Horror",5.70434425907065,2.1e+07,113118226,92118226,4.38658219047619,7.32221929473392,8.0535325855931,"Baja calidad + muy rentable"
"The Darjeeling Limited",2007,"2000s","Adventure",7.19545285702583,1.6e+07,24377151,8377151,0.5235719375,7.20411998265593,7.38698294749733,"Intermedia"
"The Pink Panther 2",2009,"2000s","Comedy",5.61068033744849,7e+07,75871032,5871032,0.0838718857142857,7.84509804001426,7.88007599139051,"Baja calidad + poco rentable"
"After.Life",2009,"2000s","Drama",5.90583902732676,4500000,3606395,-893605,-0.198578888888889,6.65321251377534,6.55707329224924,"Baja calidad + poco rentable"
"Step Brothers",2008,"2000s","Comedy",6.89779741553497,6.5e+07,128100000,63100000,0.970769230769231,7.81291335664286,8.10754912974469,"Intermedia"
"Semi-Pro",2008,"2000s","Comedy",5.80395709016974,5.5e+07,33500000,-21500000,-0.390909090909091,7.74036268949424,7.52504480703685,"Baja calidad + poco rentable"
"The Town",2010,"2010s","Crime",7.4969598483072,3.7e+07,154026136,117026136,3.16286854054054,7.56820172406699,8.18759442056048,"Intermedia"
"Walk Hard: The Dewey Cox Story",2007,"2000s","Comedy",6.89088827088041,3.5e+07,18317151,-16682849,-0.476652828571429,7.54406804435028,7.26285792559834,"Intermedia"
"The Kids Are All Right",2010,"2010s","Comedy",6.99387426625937,3500000,34705850,31205850,8.91595714285714,6.54406804435028,7.54040268541289,"Intermedia"
"Paranoid Park",2007,"2000s","Drama",6.58680714511117,3e+06,4545747,1545747,0.515249,6.47712125471966,6.65760526078589,"Intermedia"
"The Brothers Bloom",2008,"2000s","Adventure",6.69007226775736,2e+07,5530764,-14469236,-0.7234618,7.30102999566398,6.74278512733837,"Intermedia"
"Cloudy with a Chance of Meatballs",2009,"2000s","Animation",6.89735039860085,1e+08,242988466,142988466,1.42988466,8,8.38558565931256,"Intermedia"
"College",2008,"2000s","Comedy",4.71244468088287,7e+06,6265483,-734517,-0.104931,6.84509804001426,6.79695455596054,"Baja calidad + poco rentable"
"The Last House on the Left",2009,"2000s","Crime",6.49681446644521,1.5e+07,32721635,17721635,1.18144233333333,7.17609125905568,7.51483499590814,"Intermedia"
"Hoodwinked Too! Hood VS. Evil",2011,"2010s","Comedy",4.79274374368926,3e+07,13500000,-16500000,-0.55,7.47712125471966,7.13033376849501,"Baja calidad + poco rentable"
"Son of Rambow",2007,"2000s","Comedy",6.97558277183164,4913400,10871449,5958049,1.21261224406724,6.6913821214972,7.03628743284111,"Intermedia"
"My Brother Is an Only Child",2007,"2000s","Comedy",6.8929584116046,5e+06,6463286,1463286,0.2926572,6.69897000433602,6.81045337385145,"Intermedia"
"Kit Kittredge: An American Girl",2008,"2000s","Family",6.45455364266507,1e+07,17700000,7700000,0.77,7,7.24797326636181,"Intermedia"
"The Avengers",2012,"2010s","Science Fiction",7.99880099527394,2.2e+08,1518815515,1298815515,5.90370688636364,8.34242268082221,9.1815050248942,"Alta calidad + muy rentable"
"Epic",2013,"2010s","Animation",6.59611974856211,1e+08,268426634,168426634,1.68426634,8,8.42882560548115,"Intermedia"
"Kung Fu Dunk",2008,"2000s","Action",5.07642970140157,1e+07,22896728,12896728,1.2896728,7,7.35977342500045,"Intermedia"
"Diary of the Dead",2007,"2000s","Horror",5.51265125146664,2e+06,5540941,3540941,1.7704705,6.30102999566398,6.74358352581216,"Intermedia"
"The House Bunny",2008,"2000s","Romance",5.60580026556481,2.5e+07,70442940,45442940,1.8177176,7.39794000867204,7.84783747334765,"Intermedia"
"The Sweeney",2012,"2010s","Action",6.10250803725567,3730500,6294161,2563661,0.687216458919716,6.57176704432562,6.79893784765208,"Intermedia"
"The Visitor",2008,"2000s","Crime",7.56916337223787,4e+06,18197518,14197518,3.5493795,6.60205999132796,7.26001215763284,"Alta calidad + muy rentable"
"Smart People",2008,"2000s","Comedy",6.10224091143125,7e+06,10569964,3569964,0.509994857142857,6.84509804001426,7.02407350815625,"Intermedia"
"Battle for Terra",2007,"2000s","Action",6.47446924636829,4e+06,6101046,2101046,0.5252615,6.60205999132796,6.78540429945081,"Intermedia"
"The Mummy: Tomb of the Dragon Emperor",2008,"2000s","Adventure",5.20532861173318,1.45e+08,403449830,258449830,1.78241262068966,8.16136800223497,8.60578953680572,"Intermedia"
"Super Troopers 2",2018,"2010s","Comedy",6.00506405509461,13500000,31626386,18126386,1.34269525925926,7.13033376849501,7.50004956719453,"Intermedia"
"Evangelion: 2.0 You Can (Not) Advance",2009,"2000s","Animation",7.83977683210121,1e+07,44339362,34339362,3.4339362,7,7.64678943975111,"Alta calidad + muy rentable"
"Evangelion: 3.0 You Can (Not) Redo",2012,"2010s","Animation",6.86639749225991,1.3e+07,67282623,54282623,4.17558638461539,7.11394335230684,7.82790291400598,"Intermedia"
"Blindness",2008,"2000s","Drama",6.4955715639981,2.5e+07,19844979,-5155021,-0.20620084,7.39794000867204,7.29765064367206,"Intermedia"
"Elite Squad",2007,"2000s","Drama",7.98445498142663,4e+06,14759148,10759148,2.689787,6.60205999132796,7.16906128773239,"Intermedia"
"Lupin the 3rd",2014,"2010s","Action",5.72849889329565,10500000,22300000,11800000,1.12380952380952,7.02118929906994,7.34830486304816,"Intermedia"
"Sunshine Cleaning",2008,"2000s","Comedy",6.7916049384169,5e+06,16174377,11174377,2.2348754,6.69897000433602,7.20882756163298,"Intermedia"
"The Duchess",2008,"2000s","Drama",6.89182638713117,17759769,43306325,25546556,1.43845091678839,7.24943731264316,7.63655133081044,"Intermedia"
"Mr. Peabody & Sherman",2014,"2010s","Animation",6.7923261454382,1.45e+08,272912430,127912430,0.882154689655172,8.16136800223497,8.43602331638618,"Intermedia"
"The Black Balloon",2008,"2000s","Drama",7.0997730812599,5e+06,5e+06,0,0,6.69897000433602,6.69897000433602,"Intermedia"
"The Forbidden Kingdom",2008,"2000s","Action",6.49697194639067,5.5e+07,127906624,72906624,1.32557498181818,7.74036268949424,8.10689303620779,"Intermedia"
"My Life in Ruins",2009,"2000s","Comedy",5.91139836730378,1.7e+07,20455276,3455276,0.203251529411765,7.23044892137827,7.31080534374485,"Baja calidad + poco rentable"
"Testosteron",2007,"2000s","Comedy",6.11376488208257,1100000,7325461,6225461,5.65951,6.04139268515823,6.86483496055602,"Intermedia"
"The Jane Austen Book Club",2007,"2000s","Comedy",6.68224631917507,6e+06,7163566,1163566,0.193927666666667,6.77815125038364,6.85512926652448,"Intermedia"
"Made of Honor",2008,"2000s","Comedy",5.90317485857421,4e+07,106407672,66407672,1.6601918,7.60205999132796,8.026972941748,"Intermedia"
"Paris",2008,"2000s","Drama",6.75446636714027,1.9e+07,23550000,4550000,0.239473684210526,7.27875360095283,7.37199091146492,"Intermedia"
"Frost/Nixon",2008,"2000s","Drama",7.58759198510669,2.5e+07,27426335,2426335,0.0970534,7.39794000867204,7.43816777641165,"Alta calidad + poco rentable"
"Jungle Cruise",2021,"2020s","Fantasy",6.49847190371166,2e+08,220889446,20889446,0.10444723,8.30102999566398,8.34417496596894,"Intermedia"
"Antichrist",2009,"2000s","Drama",6.49761422903481,1.1e+07,7413863,-3586137,-0.326012454545455,7.04139268515823,6.87004455648532,"Intermedia"
"Baby Mama",2008,"2000s","Comedy",6.0031044613073,3e+07,64400000,34400000,1.14666666666667,7.47712125471966,7.80888586735981,"Intermedia"
"Chak De! India",2007,"2000s","Drama",8.07883426746307,6300000,4e+07,33700000,5.34920634920635,6.79934054945358,7.60205999132796,"Alta calidad + muy rentable"
"My Soul to Take",2010,"2010s","Horror",4.85783872427653,2.5e+07,21500813,-3499187,-0.13996748,7.39794000867204,7.33245488199645,"Baja calidad + poco rentable"
"Red State",2011,"2010s","Horror",6.10078221718624,4e+06,1104682,-2895318,-0.7238295,6.60205999132796,6.04323727754939,"Intermedia"
"Nine",2009,"2000s","Drama",5.80750569950513,8e+07,53825515,-26174485,-0.3271810625,7.90308998699194,7.73098819382461,"Baja calidad + poco rentable"
"99 Francs",2007,"2000s","Drama",7.05810797454421,13442285,12500000,-942285,-0.070098573270839,7.1284730989665,7.09691001300806,"Intermedia"
"Ponyo",2008,"2000s","Animation",7.59208033783391,3.4e+07,202404009,168404009,4.95305908823529,7.53147891704226,8.30621911028898,"Alta calidad + muy rentable"
"The Blind Side",2009,"2000s","Drama",7.59623170800829,2.9e+07,309231694,280231694,9.66316186206897,7.46239799789896,8.49028399955387,"Alta calidad + muy rentable"
"Katyn",2007,"2000s","Drama",6.95567923318144,5600000,14768451,9168451,1.63722339285714,6.7481880270062,7.16933494639992,"Intermedia"
"Eat Pray Love",2010,"2010s","Drama",5.90224867525009,6e+07,204594016,144594016,2.40990026666667,7.77815125038364,8.31089292724425,"Intermedia"
"The Edge of Heaven",2007,"2000s","Drama",7.65734972046199,3800000,17804565,14004565,3.68541184210526,6.57978359661681,7.25053136748472,"Alta calidad + muy rentable"
"Untraceable",2008,"2000s","Thriller",6.1991945980845,3.5e+07,52659594,17659594,0.504559828571429,7.54406804435028,7.72147750641761,"Intermedia"
"Assembly",2007,"2000s","Action",7.16612103227742,1.6e+07,34786960,18786960,1.174185,7.20411998265593,7.54141647781596,"Intermedia"
"Sanctum",2011,"2010s","Action",5.90429458962193,3e+07,108609310,78609310,2.62031033333333,7.47712125471966,8.03586705461127,"Intermedia"
"All About Steve",2009,"2000s","Comedy",4.82891442646183,1.5e+07,40105542,25105542,1.6737028,7.17609125905568,7.6032043899198,"Intermedia"
"Snitch",2013,"2010s","Thriller",6.39746058337023,3.5e+07,42930462,7930462,0.226584628571429,7.54406804435028,7.63276556220343,"Intermedia"
"War, Inc.",2008,"2000s","Action",5.52731472265638,5e+06,1296184,-3703816,-0.7407632,6.69897000433602,6.11266665625106,"Baja calidad + poco rentable"
"The Mist",2007,"2000s","Horror",7.09744316766036,1.8e+07,57470220,39470220,2.19279,7.25527250510331,7.75944285964637,"Intermedia"
"Legends of Oz: Dorothy's Return",2014,"2010s","Animation",5.06715510332516,7e+07,21755418,-48244582,-0.689208314285714,7.84509804001426,7.33756743207137,"Baja calidad + poco rentable"
"The Wedding Ringer",2015,"2010s","Comedy",6.59477552902026,2.3e+07,79799880,56799880,2.46956,7.36172783601759,7.90200223827583,"Intermedia"
"The Flight Before Christmas",2008,"2000s","Animation",6.11056814858134,6100000,21897141,15797141,2.58969524590164,6.78532983501077,7.34038741488678,"Intermedia"
"Luck by Chance",2009,"2000s","Romance",7.02582716912468,2300000,3e+06,7e+05,0.304347826086957,6.36172783601759,6.47712125471966,"Intermedia"
"Burn After Reading",2008,"2000s","Comedy",6.99773414567834,3.7e+07,163700000,126700000,3.42432432432432,7.56820172406699,8.21404867941194,"Intermedia"
"The Hurt Locker",2008,"2000s","Drama",7.49727252316087,1.5e+07,49259766,34259766,2.2839844,7.17609125905568,7.69249234446715,"Intermedia"
"The Switch",2010,"2010s","Comedy",6.10047073437662,1.9e+07,49830607,30830607,1.62266352631579,7.27875360095283,7.69749617746094,"Intermedia"
"Brüno",2009,"2000s","Comedy",5.90161047788006,4.2e+07,138805831,96805831,2.30490073809524,7.6232492903979,8.14240771048435,"Intermedia"
"The Children of Huang Shi",2008,"2000s","Drama",6.92442827466869,4e+07,7785317,-32214683,-0.805367075,7.60205999132796,6.89127630072532,"Intermedia"
"Saw IV",2007,"2000s","Horror",5.90145292893951,1e+07,139352653,129352653,12.9352653,7,8.14411524123944,"Baja calidad + muy rentable"
"Saturn in Opposition",2007,"2000s","Drama",6.6125738083422,5500000,11203911,5703911,1.03707472727273,6.74036268949424,7.04936965027984,"Intermedia"
"Carved: The Slit-Mouthed Woman",2007,"2000s","Horror",5.56920583019084,34600000,45900000,11300000,0.326589595375723,7.53907609879278,7.66181268553726,"Baja calidad + poco rentable"
"Lions for Lambs",2007,"2000s","Action",6.19921823828144,3.5e+07,64811540,29811540,0.851758285714286,7.54406804435028,7.81165234093404,"Intermedia"
"Street Fighter: The Legend of Chun-Li",2009,"2000s","Action",3.79065293800893,5e+07,12764201,-37235799,-0.74471598,7.69897000433602,7.10599363448289,"Baja calidad + poco rentable"
"Letters to Juliet",2010,"2010s","Comedy",6.49694169218595,3e+07,82148538,52148538,1.7382846,7.47712125471966,7.91459983868791,"Intermedia"
"Horsemen",2009,"2000s","Crime",5.52504911038804,2e+07,1017401,-18982599,-0.94912995,7.30102999566398,6.00749216016212,"Baja calidad + poco rentable"
"How to Train Your Dragon",2010,"2010s","Fantasy",8.09778314492631,1.65e+08,495141736,330141736,2.00085900606061,8.21748394421391,8.69472953499753,"Intermedia"
"Monsters vs Aliens",2009,"2000s","Animation",6.39869464566335,1.75e+08,381509870,206509870,1.1800564,8.24303804868629,8.58150577802114,"Intermedia"
"Shrek Forever After",2010,"2010s","Comedy",6.29940340075788,1.65e+08,752600867,587600867,3.56121737575758,8.21748394421391,8.87656471429357,"Intermedia"
"Cleaner",2007,"2000s","Crime",6.10114500850398,2.5e+07,5796630,-19203370,-0.7681348,7.39794000867204,6.76317558015573,"Intermedia"
"I Know Who Killed Me",2007,"2000s","Thriller",3.67761549147927,1.2e+07,9620399,-2379601,-0.198300083333333,7.07918124604763,6.98319308450193,"Baja calidad + poco rentable"
"The Road",2009,"2000s","Adventure",7.19611003681186,3.2e+07,27635305,-4364695,-0.13639671875,7.50514997831991,7.44146426208175,"Intermedia"
"Love Happens",2009,"2000s","Drama",5.71247048519628,1.8e+07,36100000,18100000,1.00555555555556,7.25527250510331,7.55750720190566,"Intermedia"
"100 Feet",2008,"2000s","Horror",5.45164682570748,1e+07,1415804,-8584196,-0.8584196,7,6.15100313498497,"Baja calidad + poco rentable"
"Boogeyman 2",2007,"2000s","Horror",5.11123963277218,4500000,1798418,-2701582,-0.600351555555556,6.65321251377534,6.25489064067586,"Baja calidad + poco rentable"
"Suite Française",2015,"2010s","Drama",6.97291871837037,1.5e+07,9104716,-5895284,-0.393018933333333,7.17609125905568,6.95926640355692,"Intermedia"
"Bride Wars",2009,"2000s","Comedy",5.50532541424346,3e+07,115375850,85375850,2.84586166666667,7.47712125471966,8.0621149135915,"Intermedia"
"The Hobbit: An Unexpected Journey",2012,"2010s","Adventure",7.79820891545555,2.5e+08,1021103568,771103568,3.084414272,8.39794000867204,9.00906979373213,"Alta calidad + muy rentable"
"Julia",2008,"2000s","Drama",6.89689145824853,6e+06,1300000,-4700000,-0.783333333333333,6.77815125038364,6.11394335230684,"Intermedia"
"Love & Mercy",2015,"2010s","Drama",7.37302182300095,1e+07,28600000,18600000,1.86,7,7.45636603312904,"Intermedia"
"The Thing",2011,"2010s","Horror",6.19971037075493,3.5e+07,31505287,-3494713,-0.0998489428571428,7.54406804435028,7.49838344021043,"Intermedia"
"Why Did I Get Married?",2007,"2000s","Comedy",6.0099147779391,1.5e+07,55862886,40862886,2.7241924,7.17609125905568,7.74712336855615,"Intermedia"
"Sukiyaki Western Django",2007,"2000s","Adventure",6.10321303135361,3800000,2725258,-1074742,-0.282826842105263,6.57978359661681,6.43540762318968,"Intermedia"
"Pineapple Express",2008,"2000s","Action",6.897993086716,2.7e+07,101624843,74624843,2.76388307407407,7.43136376415899,8.00699988766204,"Intermedia"
"WALL·E",2008,"2000s","Animation",8.39827180835536,1.8e+08,521311860,341311860,1.896177,8.25527250510331,8.71709760536816,"Intermedia"
"No End in Sight",2007,"2000s","Documentary",7.99222993862127,2e+06,1431623,-568377,-0.2841885,6.30102999566398,6.1558286670111,"Alta calidad + poco rentable"
"Armored",2009,"2000s","Action",5.71352988726368,2e+07,22942221,2942221,0.14711105,7.30102999566398,7.36063545895992,"Baja calidad + poco rentable"
"Broken Embraces",2009,"2000s","Drama",7.17673765979273,1.8e+07,30991660,12991660,0.721758888888889,7.25527250510331,7.49124483888956,"Intermedia"
"Bottle Shock",2008,"2000s","Comedy",6.76774577605303,5e+06,4040588,-959412,-0.1918824,6.69897000433602,6.60644456970804,"Intermedia"
"The Boy in the Striped Pyjamas",2008,"2000s","Drama",7.69427850929702,12500000,20416563,7916563,0.63332504,7.09691001300806,7.30998263315892,"Alta calidad + poco rentable"
"Doubt",2008,"2000s","Drama",7.49071831760212,2e+07,50907234,30907234,1.5453617,7.30102999566398,7.70677950066784,"Intermedia"
"The Legend of Tarzan",2016,"2010s","Fantasy",6.19977338710989,1.8e+08,356743061,176743061,0.981905894444444,8.25527250510331,8.55235553441817,"Intermedia"
"Flame & Citron",2008,"2000s","Drama",7.15196941728607,6500000,10040589,3540589,0.544706,6.81291335664286,7.00175919009454,"Intermedia"
"Manorama Six Feet Under",2007,"2000s","Thriller",7.372058499141,4e+06,4500000,5e+05,0.125,6.60205999132796,6.65321251377534,"Intermedia"
"Evangelion: 1.0 You Are (Not) Alone",2007,"2000s","Animation",7.45770695181393,7e+06,20121073,13121073,1.874439,6.84509804001426,7.30365113669968,"Intermedia"
"Crossing Over",2009,"2000s","Crime",6.67933037933938,2.5e+07,1037335,-23962665,-0.9585066,7.39794000867204,6.01591903137134,"Intermedia"
"Harry Potter and the Deathly Hallows: Part 1",2010,"2010s","Adventure",7.69762999470043,2.5e+08,954305868,704305868,2.817223472,8.39794000867204,8.97968759429982,"Intermedia"
"Prom Night",2008,"2000s","Horror",4.05314859137356,2e+07,14800000,-5200000,-0.26,7.30102999566398,7.17026171539496,"Baja calidad + poco rentable"
"The First Day of the Rest of Your Life",2008,"2000s","Drama",7.38208828708979,5900000,13200000,7300000,1.23728813559322,6.77085201164214,7.12057393120585,"Intermedia"
"Loft",2008,"2000s","Drama",7.16111571599687,4200000,9200000,5e+06,1.19047619047619,6.6232492903979,6.96378782734556,"Intermedia"
"Precious",2009,"2000s","Drama",7.29054862750677,1e+07,47536959,37536959,3.7536959,7,7.6770313959079,"Intermedia"
"Cyborg She",2008,"2000s","Action",6.76250643020161,8500000,7200000,-1300000,-0.152941176470588,6.92941892571429,6.85733249643127,"Intermedia"
"Rabbit Hole",2010,"2010s","Drama",6.886095838564,5e+06,5144717,144717,0.0289434,6.69897000433602,6.71136149013466,"Intermedia"
"Taken",2008,"2000s","Action",7.69768162628416,2.5e+07,226830568,201830568,8.07322272,7.39794000867204,8.35570158028775,"Alta calidad + muy rentable"
"The Last Airbender",2010,"2010s","Action",3.9124518828315,1.5e+08,319713881,169713881,1.13142587333333,8.17609125905568,8.50476149242068,"Intermedia"
"Silent Hill: Revelation 3D",2012,"2010s","Thriller",4.91771670466823,2e+07,55975672,35975672,1.7987836,7.30102999566398,7.74799931608117,"Intermedia"
"Arthur 3: The War of the Two Worlds",2010,"2010s","Animation",5.55297775472691,70200000,33885979,-36314021,-0.517293746438747,7.84633711212981,7.53002003736149,"Baja calidad + poco rentable"
"Arthur and the Revenge of Maltazard",2009,"2000s","Adventure",5.36492104940963,8.7e+07,52377611,-34622389,-0.397958494252874,7.93951925261862,7.71914568589566,"Baja calidad + poco rentable"
"CJ7",2008,"2000s","Comedy",6.38744663037311,2e+07,47301471,27301471,1.36507355,7.30102999566398,7.67487464681073,"Intermedia"
"Tropic Thunder",2008,"2000s","Action",7.09804308971206,9.2e+07,195702811,103702811,1.1272044673913,7.96378782734556,8.29159706374191,"Intermedia"
"Dragon Hunters",2008,"2000s","Animation",6.47686345076001,1.2e+07,12235843,235843,0.0196535833333333,7.07918124604763,7.08763389584851,"Intermedia"
"Salt",2010,"2010s","Action",6.498991478717,1.1e+08,293329073,183329073,1.66662793636364,8.04139268515823,8.46735510975087,"Intermedia"
"Source Code",2011,"2010s","Thriller",7.49767198663781,3.2e+07,147332697,115332697,3.60414678125,7.50514997831991,8.16829913890555,"Intermedia"
"Black Swan",2010,"2010s","Drama",7.99790017931509,1.3e+07,329398046,316398046,24.3383112307692,7.11394335230684,8.51772101859228,"Alta calidad + muy rentable"
"Lakeview Terrace",2008,"2000s","Drama",6.19925260330269,2e+07,27640028,7640028,0.3820014,7.30102999566398,7.44153847865293,"Intermedia"
"Green Zone",2010,"2010s","War",6.79564059011741,1e+08,94882889,-5117111,-0.05117111,8,7.97718789964642,"Intermedia"
"The Amazing Spider-Man",2012,"2010s","Action",6.89901054847698,2.15e+08,757930663,542930663,2.52525889767442,8.33243845991561,8.87962947732884,"Intermedia"
"The Happening",2008,"2000s","Thriller",5.00510108626493,6e+07,163403799,103403799,1.72339665,7.77815125038364,8.21326214929283,"Intermedia"
"Alvin and the Chipmunks",2007,"2000s","Comedy",5.30821647287197,6e+07,361366633,301366633,5.02277721666667,7.77815125038364,8.55794804924047,"Baja calidad + muy rentable"
"The Killer Inside Me",2010,"2010s","Crime",6.10146400047549,1.3e+07,3977192,-9022808,-0.694062153846154,7.11394335230684,6.59957655717351,"Intermedia"
"Robin Hood",2010,"2010s","Action",6.59849254800688,2e+08,321669741,121669741,0.608348705,8.30102999566398,8.50741020937943,"Intermedia"
"Nights in Rodanthe",2008,"2000s","Drama",6.00549721576855,3e+07,84375061,54375061,1.81250203333333,7.47712125471966,7.92621409981779,"Intermedia"
"Revolutionary Road",2008,"2000s","Drama",7.29511992644056,3.5e+07,7.6e+07,4.1e+07,1.17142857142857,7.54406804435028,7.88081359228079,"Intermedia"
"You Don't Mess with the Zohan",2008,"2000s","Comedy",5.60245534334615,9e+07,204313400,114313400,1.27014888888889,7.95424250943933,8.31029685099473,"Intermedia"
"Bedtime Stories",2008,"2000s","Fantasy",6.00145962569391,8e+07,212874864,132874864,1.6609358,7.90308998699194,8.32812438351173,"Intermedia"
"Come tu mi vuoi",2007,"2000s","Comedy",5.55924056830806,2500000,7086000,4586000,1.8344,6.39794000867204,6.85040114799716,"Intermedia"
"A Monster in Paris",2011,"2010s","Adventure",6.6781636060607,2.5e+07,26611650,1611650,0.064466,7.39794000867204,7.42507180291214,"Intermedia"
"Fireflies in the Garden",2008,"2000s","Drama",6.38377229063951,8e+06,6692182,-1307818,-0.16347725,6.90308998699194,6.82556774348595,"Intermedia"
"High School Musical 3: Senior Year",2008,"2000s","Comedy",5.11455453565726,1.1e+07,252909177,241909177,21.9917433636364,7.04139268515823,8.40296458833274,"Baja calidad + muy rentable"
"The Young Victoria",2009,"2000s","Drama",7.1850403085401,3.5e+07,29196409,-5803591,-0.165816885714286,7.54406804435028,7.46532943886661,"Intermedia"
"The International",2009,"2000s","Action",6.49670208425961,5e+07,60161391,10161391,0.20322782,7.69897000433602,7.77931786908359,"Intermedia"
"The Ruins",2008,"2000s","Horror",5.90279880331001,8e+06,22818256,14818256,1.852282,6.90308998699194,7.35828244821015,"Intermedia"
"The Sorcerer's Apprentice",2010,"2010s","Fantasy",6.1003134176478,1.5e+08,215300000,65300000,0.435333333333333,8.17609125905568,8.33304402982349,"Intermedia"
"Tetro",2009,"2000s","Drama",6.75757386153155,1.5e+07,2852915,-12147085,-0.809805666666667,7.17609125905568,6.45528883244191,"Intermedia"
"The Fighter",2010,"2010s","Drama",7.79594432564934,2.5e+07,129190869,104190869,4.16763476,7.39794000867204,8.11123181951781,"Alta calidad + muy rentable"
