"title","year","decade","genre_main","imdb_weighted_rating","budget","revenue","profit","profitability","log_budget","log_revenue","tag"
"Awake",2007,"2000s","Thriller",6.49599002729398,8.6e+07,14373825,-71626175,-0.8328625,7.93449845124357,7.15757235305746,"Intermedia"
"Baadshah",1999,"1990s","Action",6.8672617086948,9e+06,1400000,-7600000,-0.844444444444445,6.95424250943933,6.14612803567824,"Intermedia"
"Bait",2000,"2000s","Action",5.73112549223952,3.5e+07,15500000,-19500000,-0.557142857142857,7.54406804435028,7.19033169817029,"Baja calidad + poco rentable"
"Meet the Parents",2000,"2000s","Comedy",6.99774931207159,5.5e+07,330444045,275444045,5.00807354545455,7.74036268949424,8.51909792976692,"Intermedia"
"Miss Congeniality",2000,"2000s","Comedy",6.39900574945535,4.5e+07,2.12e+08,1.67e+08,3.71111111111111,7.65321251377534,8.32633586092875,"Intermedia"
"2046",2004,"2000s","Drama",7.38114343669568,1.2e+07,20205757,8205757,0.683813083333333,7.07918124604763,7.30547512573953,"Intermedia"
"A.I. Artificial Intelligence",2001,"2000s","Drama",7.19690030569509,1e+08,235926552,135926552,1.35926552,8,8.3727768206574,"Intermedia"
"Hannibal",2001,"2000s","Crime",6.79793024954561,8.7e+07,351692268,264692268,3.04243986206897,7.93951925261862,8.54616282040154,"Intermedia"
"Pearl Harbor",2001,"2000s","War",6.2996060917343,1.4e+08,449220945,309220945,2.20872103571429,8.14612803567824,8.65245999711271,"Intermedia"
"Rugrats in Paris: The Movie",2000,"2000s","Family",6.19709305733628,3e+07,103291131,73291131,2.4430377,7.47712125471966,8.01406303281566,"Intermedia"
"The Ladies Man",2000,"2000s","Comedy",5.26218008500208,2.4e+07,13700000,-10300000,-0.429166666666667,7.38021124171161,7.13672056715641,"Baja calidad + poco rentable"
"Mohabbatein",2000,"2000s","Drama",7.07499298035716,4e+06,2e+07,1.6e+07,4,6.60205999132796,7.30102999566398,"Intermedia"
"Would I Lie to You? 2",2001,"2000s","Comedy",6.27058455184463,12560000,42700000,30140000,2.39968152866242,7.09898963940118,7.63042787502502,"Intermedia"
"Road Trip",2000,"2000s","Comedy",6.49816388136192,1.6e+07,119754278,103754278,6.484642375,7.20411998265593,8.07829103673051,"Intermedia"
"Bamboozled",2000,"2000s","Comedy",6.66096989078982,1e+07,2463650,-7536350,-0.753635,7,6.39157900955352,"Intermedia"
"Enemy at the Gates",2001,"2000s","Drama",7.49538906069772,6.8e+07,96976270,28976270,0.426121617647059,7.83250891270624,7.98666547582435,"Intermedia"
"The 6th Day",2000,"2000s","Science Fiction",5.90190968793966,8.2e+07,96085477,14085477,0.171774109756098,7.91381385238372,7.98265775046358,"Baja calidad + poco rentable"
"Gangs of New York",2002,"2000s","Drama",7.49730921662892,1e+08,193772504,93772504,0.93772504,8,8.28729215141307,"Intermedia"
"Ready to Rumble",2000,"2000s","Action",5.44424407368627,2.4e+07,12372410,-11627590,-0.484482916666667,7.38021124171161,7.09245430332817,"Baja calidad + poco rentable"
"Unbreakable",2000,"2000s","Thriller",7.29753619797537,7.5e+07,248118121,173118121,2.30824161333333,7.8750612633917,8.3946584835907,"Intermedia"
"Ring 2",1999,"1990s","Horror",5.82117861640076,6e+06,31365000,25365000,4.2275,6.77815125038364,7.49644529187335,"Baja calidad + muy rentable"
"Soul Survivors",2001,"2000s","Horror",4.10311012481736,1.7e+07,4299141,-12700859,-0.747109352941176,7.23044892137827,6.63338168901507,"Baja calidad + poco rentable"
"Antitrust",2001,"2000s","Action",6.10171900670929,3e+07,18200000,-11800000,-0.393333333333333,7.47712125471966,7.26007138798508,"Intermedia"
"Original Sin",2001,"2000s","Thriller",6.00243090494479,4.2e+07,35402320,-6597680,-0.157087619047619,7.6232492903979,7.5490317233304,"Intermedia"
"The Family Man",2000,"2000s","Comedy",6.89427836422848,6e+07,124700000,64700000,1.07833333333333,7.77815125038364,8.09586645347854,"Intermedia"
"Dracula 2000",2000,"2000s","Thriller",4.93183624118009,2.8e+07,47053625,19053625,0.680486607142857,7.44715803134222,7.672593086995,"Baja calidad + poco rentable"
"The Gift",2000,"2000s","Horror",6.69327524046191,1e+07,12008642,2008642,0.2008642,7,7.0794938978898,"Intermedia"
"Human Nature",2001,"2000s","Drama",6.38805695723772,6e+06,1600000,-4400000,-0.733333333333333,6.77815125038364,6.20411998265593,"Intermedia"
"The Kid",2000,"2000s","Fantasy",6.1011772866255,6.5e+07,110317580,45317580,0.697193538461538,7.81291335664286,8.04264472629892,"Intermedia"
"Bandits",2001,"2000s","Comedy",6.49538576129876,7.5e+07,67631903,-7368097,-0.0982412933333333,7.8750612633917,7.83015160760532,"Intermedia"
"The Tigger Movie",2000,"2000s","Animation",6.38912695875797,3e+07,45554533,15554533,0.518484433333333,7.47712125471966,7.65853159884877,"Intermedia"
"Timecode",2000,"2000s","Drama",6.01870152010257,4e+06,1431406,-2568594,-0.6421485,6.60205999132796,6.15576283330648,"Intermedia"
"Halloween: Resurrection",2002,"2000s","Horror",3.94148581461945,1.3e+07,37664855,24664855,1.89729653846154,7.11394335230684,7.57593629984982,"Intermedia"
"Blow",2001,"2000s","Crime",7.49530801996585,5.3e+07,83300000,30300000,0.571698113207547,7.72427586960079,7.92064500140679,"Intermedia"
"The Glass House",2001,"2000s","Drama",5.80825822315636,3e+07,23619609,-6380391,-0.2126797,7.47712125471966,7.3732727040079,"Baja calidad + poco rentable"
"Hey Ram",2000,"2000s","History",7.88467959652238,3900000,4900000,1e+06,0.256410256410256,6.5910646070265,6.69019608002851,"Alta calidad + poco rentable"
"Hum Tumhare Hain Sanam",2002,"2000s","Romance",5.4812187984916,4800000,1.4e+07,9200000,1.91666666666667,6.68124123737559,7.14612803567824,"Intermedia"
"Brother",2000,"2000s","Crime",7.06461132936135,1.2e+07,15250000,3250000,0.270833333333333,7.07918124604763,7.1832698436828,"Intermedia"
"Pay It Forward",2000,"2000s","Drama",7.19189710937345,4e+07,55707411,15707411,0.392685275,7.60205999132796,7.74591297510742,"Intermedia"
"Angel Eyes",2001,"2000s","Drama",5.71662594756534,5.3e+07,29700000,-23300000,-0.439622641509434,7.72427586960079,7.47275644931721,"Baja calidad + poco rentable"
"Made",2001,"2000s","Comedy",6.29319862839548,5e+06,5476060,476060,0.095212,6.69897000433602,6.73846819795833,"Intermedia"
"One 2 Ka 4",2001,"2000s","Action",5.59215789986949,5200000,5900000,7e+05,0.134615384615385,6.7160033436348,6.77085201164214,"Baja calidad + poco rentable"
"The Score",2001,"2000s","Action",6.79548948627582,6.8e+07,113579918,45579918,0.670292911764706,7.83250891270624,8.05530155080491,"Intermedia"
"Spy Kids",2001,"2000s","Family",5.60410635195708,3.5e+07,147934180,112934180,3.22669085714286,7.54406804435028,8.17006852876629,"Baja calidad + muy rentable"
"The 51st State",2001,"2000s","Thriller",6.29728974700661,2.7e+07,12881605,-14118395,-0.522903518518519,7.43136376415899,7.10996997786985,"Intermedia"
"Ghosts of Mars",2001,"2000s","Action",4.9202284125491,2.8e+07,14010832,-13989168,-0.499613142857143,7.44715803134222,7.14646392559843,"Baja calidad + poco rentable"
"Proof of Life",2000,"2000s","Thriller",6.2976516918702,6.5e+07,62761005,-2238995,-0.0344460769230769,7.81291335664286,7.79768988938366,"Intermedia"
"Book of Shadows: Blair Witch 2",2000,"2000s","Horror",4.14813317781719,1.5e+07,47737094,32737094,2.18247293333333,7.17609125905568,7.67885597775876,"Intermedia"
"Dinner Rush",2000,"2000s","Drama",7.0616520760127,2e+06,1075504,-924496,-0.462248,6.30102999566398,6.03161202994868,"Intermedia"
"Manuelita",1999,"1990s","Animation",5.83727061932909,5e+06,9100000,4100000,0.82,6.69897000433602,6.95904139232109,"Baja calidad + poco rentable"
"Atlantis: The Lost Empire",2001,"2000s","Animation",6.89491380192455,1.2e+08,186053725,66053725,0.550447708333333,8.07918124604763,8.2696383694973,"Intermedia"
"Bedazzled",2000,"2000s","Fantasy",6.10046553448905,4.8e+07,90383208,42383208,0.8829835,7.68124123737559,7.95608775182117,"Intermedia"
"The Others",2001,"2000s","Horror",7.5965791357675,1.7e+07,210002906,193002906,11.3531121176471,7.23044892137827,8.32222530450074,"Alta calidad + muy rentable"
"Sweet November",2001,"2000s","Drama",6.69450875938593,4e+07,65754228,25754228,0.6438557,7.60205999132796,7.81792368321555,"Intermedia"
"Crocodile Dundee in Los Angeles",2001,"2000s","Adventure",4.84788830563112,21150000,39438674,18288674,0.864712718676123,7.32531037171106,7.59592230474372,"Baja calidad + poco rentable"
"Deuces Wild",2002,"2000s","Action",5.66061945485994,1e+07,6282446,-3717554,-0.3717554,7,6.79812876435529,"Baja calidad + poco rentable"
"Down to Earth",2001,"2000s","Fantasy",5.42843559936649,3e+07,71186502,41186502,1.3728834,7.47712125471966,7.85239765286927,"Intermedia"
"The Fast and the Furious",2001,"2000s","Action",6.79856973411186,3.8e+07,207283925,169283925,4.45484013157895,7.57978359661681,8.31656562358691,"Intermedia"
"3000 Miles to Graceland",2001,"2000s","Action",6.00300314797719,6.2e+07,18720175,-43279825,-0.698061693548387,7.79239168949825,7.27230990429413,"Intermedia"
"Collateral Damage",2002,"2000s","Action",5.50804644695707,8.5e+07,78382433,-6617567,-0.0778537294117647,7.92941892571429,7.89421873990344,"Baja calidad + poco rentable"
"The Matrix Reloaded",2003,"2000s","Adventure",7.1984270715121,1.5e+08,738599701,588599701,3.92399800666667,8.17609125905568,8.86840912750386,"Intermedia"
"Novocaine",2001,"2000s","Comedy",5.82657901308788,6e+06,2025238,-3974762,-0.662460333333333,6.77815125038364,6.30647606755713,"Baja calidad + poco rentable"
"Summer Catch",2001,"2000s","Comedy",5.15805241355256,3.4e+07,19693891,-14306109,-0.420767911764706,7.53147891704226,7.29433152989555,"Baja calidad + poco rentable"
"Pokémon 3: The Movie",2000,"2000s","Adventure",5.91466093396715,1.6e+07,68452128,52452128,3.278258,7.20411998265593,7.8353869537745,"Baja calidad + muy rentable"
"Ring 0",2000,"2000s","Horror",5.92199645296105,6e+06,11918069,5918069,0.986344833333333,6.77815125038364,7.07620589545632,"Baja calidad + poco rentable"
"The Salton Sea",2002,"2000s","Crime",6.97527109599707,1.8e+07,1073198,-16926802,-0.940377888888889,7.25527250510331,6.03067985465423,"Intermedia"
"Josie and the Pussycats",2001,"2000s","Comedy",5.71664296304587,2.2e+07,14866444,-7133556,-0.324252545454545,7.34242268082221,7.17220709926408,"Baja calidad + poco rentable"
"The Original Kings of Comedy",2000,"2000s","Comedy",6.71238581489153,1.3e+07,38251106,25251106,1.94239276923077,7.11394335230684,7.58264399694722,"Intermedia"
"The Mexican",2001,"2000s","Action",6.10045690856822,5.7e+07,147845033,90845033,1.59377250877193,7.75587485567249,8.16980673855489,"Intermedia"
"The Tailor of Panama",2001,"2000s","Drama",6.10165188446988,2.1e+07,2.8e+07,7e+06,0.333333333333333,7.32221929473392,7.44715803134222,"Intermedia"
"Brotherhood of the Wolf",2001,"2000s","Adventure",6.9890094832536,2.9e+07,70800000,41800000,1.44137931034483,7.46239799789896,7.85003325768977,"Intermedia"
"The Pledge",2001,"2000s","Crime",6.69290948273761,3.5e+07,29419291,-5580709,-0.159448828571429,7.54406804435028,7.46863220209314,"Intermedia"
"Captain Corelli's Mandolin",2001,"2000s","Drama",5.90669011229817,5.7e+07,62112895,5112895,0.0896999122807018,7.75587485567249,7.79318177160949,"Baja calidad + poco rentable"
"Equilibrium",2002,"2000s","Action",7.29682457313655,2e+07,5400000,-14600000,-0.73,7.30102999566398,6.73239375982297,"Intermedia"
"Queen of the Damned",2002,"2000s","Fantasy",5.31323515034153,3.5e+07,45479110,10479110,0.299403142857143,7.54406804435028,7.65781195720587,"Baja calidad + poco rentable"
"Brother 2",2000,"2000s","Action",7.5301351593951,1500000,1080000,-420000,-0.28,6.17609125905568,6.03342375548695,"Alta calidad + poco rentable"
"The Dangerous Lives of Altar Boys",2002,"2000s","Comedy",6.85221297734531,1.2e+07,2036599,-9963401,-0.830283416666667,7.07918124604763,6.30890552618665,"Intermedia"
"Devdas",2002,"2000s","Drama",7.57248623661554,6663555,13311117,6647562,0.997599929767219,6.82370598667343,7.12421450074754,"Alta calidad + poco rentable"
"Double Take",2001,"2000s","Adventure",5.47554859231565,2.4e+07,31600000,7600000,0.316666666666667,7.38021124171161,7.4996870826184,"Baja calidad + poco rentable"
"Cats & Dogs",2001,"2000s","Family",5.21445965318034,6e+07,200687492,140687492,2.34479153333333,7.77815125038364,8.30252030559831,"Intermedia"
"Saving Silverman",2001,"2000s","Comedy",5.90551812815465,2.2e+07,19351569,-2648431,-0.120383227272727,7.34242268082221,7.2867161828132,"Baja calidad + poco rentable"
"Say It Isn't So",2001,"2000s","Comedy",5.0762597244866,2.5e+07,12320393,-12679607,-0.50718428,7.39794000867204,7.09062456131941,"Baja calidad + poco rentable"
"Dr. Dolittle 2",2001,"2000s","Comedy",4.82686384733949,7e+07,176100000,106100000,1.51571428571429,7.84509804001426,8.24575935596728,"Intermedia"
"Kung Pow: Enter the Fist",2002,"2000s","Comedy",6.19913080790807,1e+07,1.7e+07,7e+06,0.7,7,7.23044892137827,"Intermedia"
"The Four Feathers",2002,"2000s","Action",6.49079124788853,3.5e+07,29882645,-5117355,-0.146210142857143,7.54406804435028,7.47541903551503,"Intermedia"
"Freddy Got Fingered",2001,"2000s","Comedy",4.72656932589634,1.4e+07,14343028,343028,0.024502,7.14612803567824,7.15664084623206,"Baja calidad + poco rentable"
"Ocean's Eleven",2001,"2000s","Thriller",7.69767492609475,8.5e+07,450717150,365717150,4.30255470588235,7.92941892571429,8.65390408349512,"Alta calidad + muy rentable"
"Serendipity",2001,"2000s","Comedy",6.79507400340775,2.8e+07,77516304,49516304,1.76843942857143,7.44715803134222,7.8893930572487,"Intermedia"
"Slackers",2002,"2000s","Comedy",5.35121765424981,1.4e+07,6413915,-7586085,-0.541863214285714,7.14612803567824,6.8071232001706,"Baja calidad + poco rentable"
"Vanity Fair",2004,"2000s","Drama",6.19821816834771,2.3e+07,16123851,-6876149,-0.298963,7.36172783601759,7.20746877619791,"Intermedia"
"Chocolat",2000,"2000s","Comedy",7.19502379258985,2.5e+07,152500000,127500000,5.1,7.39794000867204,8.1832698436828,"Intermedia"
"Harry Potter and the Philosopher's Stone",2001,"2000s","Adventure",7.69834482721498,1.25e+08,976475550,851475550,6.8118044,8.09691001300806,8.98966137344771,"Alta calidad + muy rentable"
"The New Guy",2002,"2000s","Comedy",5.80879694070685,1.3e+07,31200000,18200000,1.4,7.11394335230684,7.49415459401844,"Intermedia"
"The Affair of the Necklace",2001,"2000s","Drama",6.02296154116362,3e+07,1198113,-28801887,-0.9600629,7.47712125471966,6.07849778045906,"Intermedia"
"Dude, Where's My Car?",2000,"2000s","Comedy",5.50429784119866,1.3e+07,73180723,60180723,4.62928638461538,7.11394335230684,7.86439669584968,"Baja calidad + muy rentable"
"Exit Wounds",2001,"2000s","Action",5.61412059667341,3.3e+07,79958599,46958599,1.42298784848485,7.51851393987789,7.90286517599261,"Intermedia"
"Hera Pheri",2000,"2000s","Comedy",8.17459348922652,1666000,4755000,3089000,1.85414165666267,6.22167499707077,6.67715052127343,"Intermedia"
"The Hole",2001,"2000s","Crime",6.19911897796659,4158370,7819851,3661481,0.880508708941244,6.61892312900922,6.89319847806058,"Intermedia"
"The Matrix Revolutions",2003,"2000s","Adventure",6.69904575287496,1.5e+08,424988211,274988211,1.83325474,8.17609125905568,8.62837688306523,"Intermedia"
"Valentine",2001,"2000s","Horror",4.93883359605185,1e+07,16300000,6300000,0.63,7,7.21218760440396,"Baja calidad + poco rentable"
"Waking Life",2001,"2000s","Animation",7.57938842667958,2e+06,3176880,1176880,0.58844,6.30102999566398,6.5020008105709,"Alta calidad + poco rentable"
"The Man Who Wasn't There",2001,"2000s","Crime",7.48884141592442,2e+07,18918721,-1081279,-0.05406395,7.30102999566398,7.2768917725828,"Intermedia"
"Bridget Jones's Diary",2001,"2000s","Comedy",6.79773544248891,2.5e+07,281929795,256929795,10.2771918,7.39794000867204,8.45014097555344,"Intermedia"
"Stuart Little 2",2002,"2000s","Family",5.5105354215387,1.2e+08,169956806,49956806,0.416306716666667,8.07918124604763,8.23033856079351,"Baja calidad + poco rentable"
"40 Days and 40 Nights",2002,"2000s","Comedy",5.6070252862308,1.7e+07,95146283,78146283,4.59684017647059,7.23044892137827,7.97839182673633,"Baja calidad + muy rentable"
"American Outlaws",2001,"2000s","Western",5.91317109388073,3.5e+07,13678913,-21321087,-0.609173914285714,7.54406804435028,7.13605158737984,"Baja calidad + poco rentable"
"Swordfish",2001,"2000s","Action",6.49830433049941,1.02e+08,147080413,45080413,0.441964833333333,8.00860017176192,8.16755484069213,"Intermedia"
"Someone Like You...",2001,"2000s","Comedy",6.10187049406659,2.3e+07,38689940,15689940,0.682171304347826,7.36172783601759,7.58759805622191,"Intermedia"
"The Forsaken",2001,"2000s","Horror",5.38045666691486,1.5e+07,8704851,-6295149,-0.4196766,7.17609125905568,6.93976134174495,"Baja calidad + poco rentable"
"Spirited Away",2001,"2000s","Animation",8.59742052093196,1.9e+07,274925095,255925095,13.4697418421053,7.27875360095283,8.43921438379617,"Alta calidad + muy rentable"
"Windtalkers",2002,"2000s","War",6.10071276536018,1.15e+08,77600000,-37400000,-0.325217391304348,8.06069784035361,7.88986172125819,"Intermedia"
"Y Tu Mamá También",2001,"2000s","Drama",7.68895729102574,5e+06,33600000,28600000,5.72,6.69897000433602,7.52633927738984,"Alta calidad + muy rentable"
"Thir13en Ghosts",2001,"2000s","Horror",5.60550998468028,4.2e+07,68467960,26467960,0.630189523809524,7.6232492903979,7.83548738827419,"Baja calidad + poco rentable"
"Joe Dirt",2001,"2000s","Mystery",6.00236588927093,17700000,30987695,13287695,0.750717231638418,7.24797326636181,7.49118927272166,"Intermedia"
"Amores Perros",2000,"2000s","Drama",7.99321567344722,2e+06,20908467,18908467,9.4542335,6.30102999566398,7.32032219169633,"Alta calidad + muy rentable"
"Bulletproof Monk",2003,"2000s","Action",5.51198929429147,5.2e+07,37713879,-14286121,-0.274733096153846,7.7160033436348,7.57650120335915,"Baja calidad + poco rentable"
"The Count of Monte Cristo",2002,"2000s","Adventure",7.69027258305345,3.5e+07,75395048,40395048,1.15414422857143,7.54406804435028,7.87734282203821,"Intermedia"
"Die Another Day",2002,"2000s","Adventure",6.10023146158178,1.42e+08,431971116,289971116,2.04205011267606,8.15228834438306,8.63545470843252,"Intermedia"
"Big Trouble",2002,"2000s","Action",6.38970740927903,4e+07,8493890,-31506110,-0.78765275,7.60205999132796,6.92910663236665,"Intermedia"
"The Musketeer",2001,"2000s","Adventure",4.88272812219813,4e+07,27053815,-12946185,-0.323654625,7.60205999132796,7.43222851589817,"Baja calidad + poco rentable"
"Donnie Darko",2001,"2000s","Fantasy",7.99795277410724,4500000,7500000,3e+06,0.666666666666667,6.65321251377534,6.8750612633917,"Alta calidad + poco rentable"
